name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Crimsoune Club Men Black Jeans with Leather Logo Patch,men's clothing,Jeans,https://m.media-amazon.com/images/I/513PzYpQ7VL._AC_UL320_.jpg,https://www.amazon.in/Crimsoune-Club-Black-Jeans-Leather/dp/B0BLC985RK/ref=sr_1_8413?qid=1679142029&s=apparel&sr=1-8413,,,"₹2,159","₹2,699"
Peter England Men's Regular Jeans (PJDNPCTB030129_Black_32),men's clothing,Jeans,https://m.media-amazon.com/images/I/51xE7arDGUL._AC_UL320_.jpg,https://www.amazon.in/Peter-England-Regular-Jeans-PJDNPCTB030129_Black_32/dp/B0BL8G3GWL/ref=sr_1_8414?qid=1679142029&s=apparel&sr=1-8414,,,,"₹2,299"
Peter England Men Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/61MF7SliBhL._AC_UL320_.jpg,https://www.amazon.in/Peter-England-Mens-Jeans-PJDNJSTFJ08417_Black_28/dp/B0BL7YX21M/ref=sr_1_8415?qid=1679142029&s=apparel&sr=1-8415,,,,"₹2,499"
Van Heusen Men Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/519BUfExPQL._AC_UL320_.jpg,https://www.amazon.in/Van-Heusen-Mens-Jeans-VXDNCPOFF21267_Navy_32/dp/B0BL7YWYGV/ref=sr_1_8416?qid=1679142029&s=apparel&sr=1-8416,,,"₹2,974","₹3,499"
Be More knobb Jeans Men's Regular Fit Stretch Jeans for Men| Branded Jeans for Men Ancle fit Stretchable Jeans Denim Pant ...,men's clothing,Jeans,https://m.media-amazon.com/images/I/41QTiHAVLQL._AC_UL320_.jpg,https://www.amazon.in/Be-More-Regular-Stretch-Stretchable/dp/B0BL1BSTR5/ref=sr_1_8417?qid=1679142029&s=apparel&sr=1-8417,2.0,1,₹999,"₹1,999"
Big Fly Men Sky Blue Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/61S3E1GDSnL._AC_UL320_.jpg,https://www.amazon.in/Big-Fly-Blue-Jeans-Large/dp/B0BK1Q8PB2/ref=sr_1_8418?qid=1679142029&s=apparel&sr=1-8418,,,₹499,"₹1,500"
Wrangler Men's Slim Jeans (WMJN004473_Endless Indigo_30),men's clothing,Jeans,https://m.media-amazon.com/images/I/61KMBsV+hIL._AC_UL320_.jpg,https://www.amazon.in/Wrangler-Mens-Jeans-WMJN004473_Endless-Indigo_30/dp/B0BJVVFYM6/ref=sr_1_8419?qid=1679142029&s=apparel&sr=1-8419,,,"₹1,718","₹4,299"
Wrangler Men's Regular Jeans (WMJN004451_Black Night_42),men's clothing,Jeans,https://m.media-amazon.com/images/I/618ReSGtINL._AC_UL320_.jpg,https://www.amazon.in/Wrangler-Regular-Jeans-WMJN004451_Black-Night_42/dp/B0BJVV23L3/ref=sr_1_8420?qid=1679142029&s=apparel&sr=1-8420,,,"₹3,498","₹3,499"
United Denim Men Black Slim FIT Jeans with Free UD63 Belt,men's clothing,Jeans,https://m.media-amazon.com/images/I/61QZJMyd5+L._AC_UL320_.jpg,https://www.amazon.in/United-Denim-Black-Slim-Jeans/dp/B0BJL31Q4F/ref=sr_1_8425?qid=1679142029&s=apparel&sr=1-8425,,,₹699,"₹1,899"
United Denim Men Black Slim FIT Jeans with Free UD48 Belt,men's clothing,Jeans,https://m.media-amazon.com/images/I/61R7SoXPqVL._AC_UL320_.jpg,https://www.amazon.in/United-Denim-Black-Jeans-White/dp/B0BJKY42VJ/ref=sr_1_8426?qid=1679142029&s=apparel&sr=1-8426,,,₹699,"₹1,899"
